track_id,forecast_time,valid_time_est,lead_time,center_lat,center_lon,cone_radius_km,estimated_population_exposed,risk_score,region_proxy
FUNG-WONG,2025-11-06 06:00:00+00:00,2025-11-06 12:00:00+00:00,6,10.237254901960783,139.94313725490196,194.6906398412228,382055.35172252334,70.25358426433034,R_10_31
FUNG-WONG,2025-11-06 00:00:00+00:00,2025-11-06 12:00:00+00:00,12,10.308333333333334,140.36458333333334,214.85626586763544,444170.38062008657,70.62981225401214,R_10_32
KALMAEGI,2025-11-06 06:00:00+00:00,2025-11-06 12:00:00+00:00,6,13.82941176470588,109.50196078431372,74.0033375947692,357085.801269242,67.63525960077101,R_10_28
KALMAEGI,2025-11-06 00:00:00+00:00,2025-11-06 12:00:00+00:00,12,13.705882352941176,109.64901960784312,75.05379352374364,594055.0362782937,69.29659441082659,R_10_28
KALMAEGI,2025-11-05 12:00:00+00:00,2025-11-06 12:00:00+00:00,24,13.83921568627451,109.81764705882354,98.36007350691423,742712.6025852279,69.90862803122424,R_10_28
KALMAEGI,2025-11-04 12:00:00+00:00,2025-11-06 12:00:00+00:00,48,13.492156862745098,110.36470588235296,191.40023855091297,5974043.118160164,76.4807565655873,R_10_29
KALMAEGI,2025-11-03 12:00:00+00:00,2025-11-06 12:00:00+00:00,72,13.580392156862745,110.82549019607846,262.38130792301877,10280532.847955829,78.18354650252212,R_10_29
KALMAEGI,2025-11-02 12:00:00+00:00,2025-11-06 12:00:00+00:00,96,13.662,111.162,453.6713183772064,14022068.740490712,79.27174167547318,R_10_29
FUNG-WONG,2025-11-06 12:00:00+00:00,2025-11-06 18:00:00+00:00,6,11.160784313725491,138.92745098039217,168.77870528271436,391718.2132044334,69.67240712846855,R_10_31
FUNG-WONG,2025-11-06 06:00:00+00:00,2025-11-06 18:00:00+00:00,12,11.203921568627452,139.6156862745098,191.19738539788185,441773.3597224771,70.26668259425811,R_10_31
FUNG-WONG,2025-11-05 18:00:00+00:00,2025-11-06 18:00:00+00:00,24,11.662,139.30800000000002,173.34236953487843,426426.0297142807,69.85122060691128,R_10_31
KALMAEGI,2025-11-06 12:00:00+00:00,2025-11-06 18:00:00+00:00,6,14.398039215686277,107.41372549019609,95.7722201885162,236371.43346032948,65.73164486392002,R_10_28
KALMAEGI,2025-11-06 06:00:00+00:00,2025-11-06 18:00:00+00:00,12,14.643137254901962,107.71372549019608,144.96922992524853,556183.9998710329,68.39918214256708,R_10_28
KALMAEGI,2025-11-05 18:00:00+00:00,2025-11-06 18:00:00+00:00,24,14.580392156862745,107.78823529411764,159.15823698143035,591596.6407930246,68.63985117569095,R_10_28
KALMAEGI,2025-11-04 18:00:00+00:00,2025-11-06 18:00:00+00:00,48,14.106000000000002,108.984,218.87893912602047,2213331.6821255567,73.16624398211135,R_10_28
KALMAEGI,2025-11-03 18:00:00+00:00,2025-11-06 18:00:00+00:00,72,14.225490196078429,109.08235294117644,337.9947897209431,7397880.299417609,76.99277674484718,R_10_28
KALMAEGI,2025-11-02 18:00:00+00:00,2025-11-06 18:00:00+00:00,96,13.86,109.642,412.3838691215525,12078085.590998065,78.68644375518241,R_10_28
FUNG-WONG,2025-11-06 18:00:00+00:00,2025-11-07 00:00:00+00:00,6,11.554901960784314,138.04117647058823,155.03479835440086,340665.73150727723,68.94488746233462,R_10_31
FUNG-WONG,2025-11-06 12:00:00+00:00,2025-11-07 00:00:00+00:00,12,11.83921568627451,137.93725490196078,148.85245157857173,358303.0083830247,68.94505874118289,R_10_31
FUNG-WONG,2025-11-06 00:00:00+00:00,2025-11-07 00:00:00+00:00,24,11.93125,138.09583333333333,218.15261036311784,549297.8561039101,70.33486121263505,R_10_31
KALMAEGI,2025-11-06 18:00:00+00:00,2025-11-07 00:00:00+00:00,6,14.817647058823532,105.80784313725488,112.10411387554376,653347.0016504485,68.70017798838325,R_10_28
KALMAEGI,2025-11-06 12:00:00+00:00,2025-11-07 00:00:00+00:00,12,14.66470588235294,106.17254901960784,103.28529426007675,380828.0271522732,67.15215290768947,R_10_28
KALMAEGI,2025-11-06 00:00:00+00:00,2025-11-07 00:00:00+00:00,24,15.007843137254904,106.34313725490196,121.7105458887266,615817.3031479972,68.44966491485907,R_10_28
KALMAEGI,2025-11-05 00:00:00+00:00,2025-11-07 00:00:00+00:00,48,15.017647058823531,107.2235294117647,226.6960990998587,987256.5968827792,69.99130815154795,R_10_28
KALMAEGI,2025-11-04 00:00:00+00:00,2025-11-07 00:00:00+00:00,72,14.60392156862745,107.78039215686272,307.91484815804057,2265562.435439714,72.91942344673781,R_10_28
KALMAEGI,2025-11-03 00:00:00+00:00,2025-11-07 00:00:00+00:00,96,14.86734693877551,107.89795918367344,416.673314109405,5319387.395051226,75.72295745253051,R_10_28
